year_MRT,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
average_ridership,740000,850000,911000,946000,986000,1047000,1071000,1081000,1171000,1270000,1321000,1408000,1527000,1698000,1782000,2069000,2295000,2525000,2623000,2762000,2879000,3095000
